iter,step_time(ms),comm_time(ms)
warmup0,1537.52783203125,147.2367706298828
warmup1,1029.5865478515625,132.72901916503906
bench0,1029.8546142578125,133.63052368164062
bench1,1028.8228759765625,133.27500915527344
bench2,1029.4544677734375,133.68141174316406
bench3,1028.5751953125,132.07113647460938
bench4,1029.872314453125,134.1890869140625
avg,1029.3158935546876,133.36943359375
std,0.5311736523238996,0.7115927696873154
