iter,step_time(ms),comm_time(ms)
warmup0,5542.6806640625,497.26617431640625
warmup1,1432.7935791015625,490.6801452636719
bench0,1434.1365966796875,485.7240905761719
bench1,1433.239501953125,486.6363830566406
bench2,1437.918701171875,487.78314208984375
bench3,1439.4383544921875,489.0566101074219
bench4,1439.658203125,487.9762268066406
avg,1436.878271484375,487.43529052734374
std,2.6878230337684523,1.1496737248605657
