iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,209.21004676818848,0.04833833069402128,209.25897216796875,0.127899169921875,8771127.52636229,8769076.809414266
1,207.56747245788574,0.148313280262207,207.7163543701172,0.4094390869140625,8840537.384162216,8834200.877270889
2,207.32929039001465,0.07116889171514933,207.37875366210938,0.2296905517578125,8850693.486424904,8848582.449240934
3,207.26959037780762,0.10627656086990313,207.3363494873047,0.334747314453125,8853242.75816427,8850392.150423959
4,207.10372161865234,0.049571664977166835,207.14906311035156,0.152618408203125,8860333.294149429,8858393.914253246
5,209.97324562072754,0.3243260101101236,210.12985229492188,1.008575439453125,8739246.729150224,8732733.497687543
6,207.35137748718262,0.3401094145749513,207.5741729736328,1.0505218505859375,8849750.709340867,8840252.010702182
7,207.0689640045166,0.07420127669926026,207.1188201904297,0.243072509765625,8861820.54767017,8859687.392545266
8,207.77971649169922,0.20420771372600774,207.876220703125,0.6353302001953125,8831506.900594449,8827406.972251225
9,207.18801879882812,0.012511834860128062,207.20640563964844,0.0378875732421875,8856728.350598905,8855942.432548406
avg,207.7841444015503,N/A,207.87449645996094,N/A,8831498.768661771,8827666.850633789
