iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,0.1680159941315651,0.0055520012974739075,0.173567995429039,0.011104002594947815,6240929.65327403,6041298.094202491
1,0.16411199420690536,0.0005280002951622009,0.16463999450206757,0.0010560005903244019,6389392.835468201,6368902.059133827
2,0.1478080004453659,0.001632004976272583,0.1494400054216385,0.003264009952545166,7094176.207245181,7016702.100896533
3,0.14958400279283524,7.999688386917114e-05,0.1496639996767044,0.00015999376773834229,7009947.457096827,7006200.571046302
4,0.15297600626945496,0.0006240010261535645,0.15360000729560852,0.001248002052307129,6854512.845321753,6826666.342417414
5,0.15263999998569489,0.0009600073099136353,0.15360000729560852,0.0019200146198272705,6869601.6777926525,6826666.342417414
6,0.15360000729560852,0.0,0.15360000729560852,0.0,6826666.342417414,6826666.342417414
7,0.14950400590896606,0.0,0.14950400590896606,0.0,7013698.352928981,7013698.352928981
8,0.15111999958753586,0.0004320070147514343,0.1515520066022873,0.0008640140295028687,6938697.7426016675,6918918.61749968
9,0.15296000242233276,0.00035199522972106934,0.15331199765205383,0.0007039904594421387,6855230.016960981,6839490.816496792
avg,0.15423200130462647,N/A,0.15524800270795822,N/A,6809285.313110771,6768520.963945685
