iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,146.3978157043457,0.05499811640403348,146.4463348388672,0.14111328125,11001617.259458812,10997972.313695213
1,145.86064910888672,0.035729145350469574,145.8922576904297,0.0899200439453125,11042133.336439895,11039740.980755648
2,148.0558853149414,0.10764090062365488,148.14230346679688,0.2702789306640625,10878410.76073361,10872064.888345594
3,148.25713729858398,0.07611452855055913,148.36349487304688,0.2029571533203125,10863643.837640611,10855856.000009874
4,147.82012176513672,0.06837166309607287,147.86367797851562,0.1617889404296875,10895761.12350262,10892551.558429513
5,148.71399688720703,0.3209397659581888,148.92405700683594,0.7651824951171875,10830269.979372408,10814993.684506388
6,145.5881118774414,0.059216934956493696,145.68841552734375,0.1493377685546875,11062803.928358119,11055187.402307287
7,148.0084114074707,0.03526138007010705,148.05340576171875,0.09814453125,10881900.026383936,10878592.949034652
8,145.90737915039062,0.08142828371677426,146.00396728515625,0.2244415283203125,11038596.850813821,11031294.3267792
9,148.02894592285156,0.04255658625323025,148.0740509033203,0.1070098876953125,10880390.493622815,10877076.207306521
avg,147.2638454437256,N/A,147.34519653320314,N/A,10937552.759632664,10931533.031116989
