iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,21.219012022018433,0.03000556137717766,21.254528045654297,0.09110450744628906,8647942.694484826,8633492.10134631
1,21.00459599494934,0.0124554999078311,21.030912399291992,0.041728973388671875,8736221.350990215,8725289.541226827
2,21.17735195159912,0.012971571479913645,21.19321632385254,0.03932762145996094,8664954.920680897,8658468.690921327
3,21.084700345993042,0.008575028305781067,21.100095748901367,0.030271530151367188,8703030.96505105,8696680.914803643
4,20.988499879837036,0.02689123518427396,21.032960891723633,0.07782554626464844,8742921.173527185,8724439.746959576
5,21.086488008499146,0.011244331431454518,21.098495483398438,0.031391143798828125,8702293.142700573,8697340.535223918
6,21.23527193069458,0.012254306391202244,21.2554874420166,0.03612709045410156,8641320.939938532,8633102.41652075
7,21.021412134170532,0.014081007787181077,21.036832809448242,0.036640167236328125,8729232.78554239,8722833.97706068
8,21.130391597747803,0.009580694238032992,21.14633560180664,0.02553558349609375,8684211.986850189,8677664.227759752
9,21.073519945144653,0.018295042480777544,21.10259246826172,0.055423736572265625,8707648.294051543,8695651.980958503
avg,21.10212438106537,N/A,21.125145721435548,N/A,8695977.825381739,8686496.413278129
