iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,2.1488040387630463,0.010627398041670703,2.1667840480804443,0.0289919376373291,8539671.216628566,8468808.885803064
1,2.1571959853172302,0.01283012591900957,2.1797759532928467,0.03807997703552246,8506450.097672278,8418333.073304951
2,2.1443800032138824,0.028384347073199284,2.1790719032287598,0.08153581619262695,8557289.27358858,8421053.005552705
3,2.1873880326747894,0.019777875800843104,2.2153921127319336,0.06294417381286621,8389037.3934071,8282994.190753622
4,2.11694398522377,0.01879027822957981,2.1412160396575928,0.05635213851928711,8668193.456266778,8569933.934800155
5,2.1429399847984314,0.018358293191749645,2.1716160774230957,0.0599360466003418,8563039.623214666,8449965.070149394
6,2.146347999572754,0.03226579126706343,2.2277441024780273,0.11216020584106445,8549443.05567071,8237068.153199607
7,2.121924012899399,0.019210923852245973,2.1387839317321777,0.06051182746887207,8647849.729042104,8579679.194213167
8,2.1452879905700684,0.028365741918349806,2.210815906524658,0.08943986892700195,8553667.423982468,8300139.304156637
9,2.1554479897022247,0.03105066763454175,2.1975040435791016,0.1050879955291748,8513348.541773474,8350419.219303461
avg,2.1466660022735597,N/A,2.1828704118728637,N/A,8548798.981124673,8407839.403123675
