iter,step_time(ms),comm_time(ms)
warmup0,1255.392822265625,139.8157501220703
warmup1,713.65771484375,130.72998046875
bench0,712.5228881835938,130.79335021972656
bench1,712.5634765625,130.73692321777344
bench2,712.5773315429688,130.5149383544922
bench3,712.5886840820312,130.52928161621094
bench4,711.82470703125,130.47853088378906
avg,712.4154174804687,130.61060485839843
std,0.29619174784946584,0.12850002292668106
