iter,step_time(ms),comm_time(ms)
warmup0,1255.3604736328125,129.6691131591797
warmup1,713.4984741210938,131.9117431640625
bench0,712.5691528320312,131.7724151611328
bench1,712.5545043945312,131.73146057128906
bench2,712.5646362304688,132.24771118164062
bench3,712.5574340820312,130.90147399902344
bench4,711.8665771484375,130.94659423828125
avg,712.4224609375,131.51993103027343
std,0.27799004913263226,0.5194922729620909
