iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,2.900272011756897,0.007887959480285645,2.9081599712371826,0.01577591896057129,36154401.92331492,36056338.38478003
1,2.91375994682312,0.0015039443969726562,2.9152638912200928,0.0030078887939453125,35987041.456289664,35968476.23839471
2,2.871359944343567,0.0019840002059936523,2.8733439445495605,0.003968000411987305,36518444.92940153,36493229.49969291
3,2.8648478984832764,0.009263992309570312,2.8741118907928467,0.018527984619140625,36601454.49799073,36483478.7176898
4,2.8976160287857056,0.009872078895568848,2.9074881076812744,0.019744157791137695,36187541.39896939,36064670.29838484
5,2.8669919967651367,0.001071929931640625,2.8680639266967773,0.00214385986328125,36574081.8663994,36560412.41757368
6,2.8981438875198364,0.00022399425506591797,2.8983678817749023,0.00044798851013183594,36180950.31497373,36178154.146459594
7,2.8615520000457764,0.0030879974365234375,2.8646399974823,0.006175994873046875,36643611.5780257,36604110.84539704
8,2.8853759765625,0.01225590705871582,2.897631883621216,0.02451181411743164,36341052.55320049,36187343.39330841
9,2.886288046836853,0.006960034370422363,2.8932480812072754,0.013920068740844727,36329568.73965361,36242173.86718035
avg,2.8846207737922667,N/A,2.8900319576263427,N/A,36351814.925821915,36283838.780886136
