iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,925.5949854850769,0.18021650612354279,925.7752019912004,0.36043301224708557,1160055.7920452473,1159829.969187494
1,905.0210071727633,0.03775116056203842,905.0587583333254,0.07550232112407684,1186427.5143781593,1186378.0269662337
2,908.8694071397185,0.10234210640192032,908.9717492461205,0.20468421280384064,1181403.8579856567,1181270.8424552644
3,898.8222107291222,0.029515475034713745,898.8517262041569,0.05903095006942749,1194609.8028985993,1194570.5756547884
4,908.9111872017384,0.025838613510131836,908.9370258152485,0.05167722702026367,1181349.5522106236,1181315.9696480995
5,892.4094121903181,0.10344013571739197,892.5128523260355,0.20688027143478394,1203194.194651782,1203054.7472808396
6,912.4119793996215,0.1514451578259468,912.5634245574474,0.3028903156518936,1176816.8856206115,1176621.5860784876
7,899.4471402838826,0.008775852620601654,899.4559161365032,0.017551705241203308,1193779.796399271,1193768.148873954
8,907.7241094782948,0.09750854223966599,907.8216180205345,0.19501708447933197,1182894.464064772,1182767.4101231995
9,903.721840120852,0.07389392703771591,903.7957340478897,0.14778785407543182,1188133.0917668336,1188035.9505471014
avg,906.2933279201388,N/A,906.3744006678462,N/A,1184866.4952021556,1184761.3226815462
