iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,1.7968141473829746,0.06425695562257654,1.882363110780716,0.17143972218036652,875362.6535559319,835579.4856963861
1,1.5652957372367382,0.049787281968727955,1.647312194108963,0.13420544564723969,1004835.0369730274,954806.2629687311
2,1.7651664093136787,0.03514754405068405,1.8031559884548187,0.0948198139667511,891057.0650455281,872283.9344297865
3,1.6106823459267616,0.05254212514956259,1.675514504313469,0.1437198370695114,976520.2952510158,938734.9354188198
4,1.9179536029696465,0.06577666632201058,1.9895806908607483,0.17842836678028107,820074.0610016165,790550.4949987904
5,1.539332326501608,0.028926501699844585,1.5881601721048355,0.0707339495420456,1021783.2581834999,990368.6212678642
6,1.7308671958744526,0.046218714968905915,1.7910730093717575,0.12950412929058075,908714.4315571665,878168.5569320833
7,1.4302507042884827,0.035627948433951624,1.4900527894496918,0.08734501898288727,1099712.0961268565,1055576.0246460075
8,1.6766567714512348,0.0513772294480339,1.7167609184980392,0.1280512660741806,938095.3972103684,916181.1543194192
9,1.5525477938354015,0.07380816822212762,1.6679205000400543,0.1963600516319275,1013085.7202884618,943008.9743259517
avg,1.658556703478098,N/A,1.7251893877983093,N/A,954924.0015193472,917525.8445003841
