iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,0.13811200112104416,0.015232004225254059,0.15334400534629822,0.030464008450508118,7592214.952276354,6838063.200657834
1,0.13572800159454346,0.01438400149345398,0.15011200308799744,0.02876800298690796,7725568.693867478,6985290.839036452
2,0.1356320045888424,0.013872001320123672,0.14950400590896606,0.027744002640247345,7731036.661875452,7013698.352928981
3,0.14289599657058716,0.007983997464179993,0.15087999403476715,0.015967994928359985,7338036.230301448,6949735.16341986
4,0.154448002576828,0.027472004294395447,0.18192000687122345,0.054944008588790894,6789184.596145233,5763939.975784304
5,0.13630400225520134,0.013808000832796097,0.15011200308799744,0.027616001665592194,7692921.577143099,6985290.839036452
6,0.14150399714708328,0.008288003504276276,0.14979200065135956,0.01657600700855255,7410221.768577182,7000213.599126415
7,0.14153599739074707,0.02025599777698517,0.16179199516773224,0.04051199555397034,7408546.372165183,6481012.851797304
8,0.13547199964523315,0.01393599808216095,0.1494079977273941,0.0278719961643219,7740167.7302022185,7018205.289874804
9,0.1499679982662201,0.013871997594833374,0.16383999586105347,0.027743995189666748,6991998.373803654,6400000.161677603
avg,0.141160000115633,N/A,0.15607040077447892,N/A,7441989.69563573,6743545.027334002
