iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,10.762801393866539,0.09858566568689188,10.860791429877281,0.2283770591020584,1461389.0403072357,1448203.853425599
1,9.62400110438466,0.10750930218988876,9.736791253089905,0.23311935365200043,1634314.026921099,1615382.2744231701
2,11.244331486523151,0.11231656760054683,11.35609857738018,0.28978660702705383,1398806.146799523,1385039.0512926097
3,9.689224418252707,0.09459784155844737,9.835409000515938,0.24412013590335846,1623312.5914980513,1599185.1481900671
4,10.826564393937588,0.12943046468716207,10.965391993522644,0.31269900500774384,1452782.1964285702,1434389.2137454867
5,9.283897932618856,0.14531027989824757,9.48173739016056,0.3654882311820984,1694184.9333282332,1658835.2274259366
6,11.143243871629238,0.07618472440959917,11.25926524400711,0.19309483468532562,1411495.6274128763,1396950.836411974
7,9.613383561372757,0.015712402526590636,9.633004665374756,0.039633363485336304,1636119.0521096827,1632786.5029003497
8,10.811904910951853,0.2118689384866245,11.152917519211769,0.5817599594593048,1454751.9728986674,1410271.3458524365
9,10.180000215768814,0.23337402294052195,10.478811338543892,0.5450285971164703,1545053.0124386782,1500994.6731406285
avg,10.317935328930616,N/A,10.476021841168404,N/A,1531220.8600142617,1508203.8126808258
