iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,190.73575362563133,0.5710530673668899,191.47812388837337,1.8386337906122208,962068.1833997845,958338.1969366696
1,174.56110380589962,0.7637685539812477,175.91898329555988,2.5481414049863815,1051212.4178822835,1043098.3431259489
2,194.7860575746745,0.5898993528848739,195.73581404983997,2.0559411495923996,942063.3195456092,937492.2054544163
3,194.31226584129035,0.8310589703202315,195.32307609915733,2.2092945873737335,944360.3531949912,939473.2238747067
4,196.72531867399812,0.4466781765779735,197.50135019421577,1.3466626405715942,932776.7327401664,929111.6228803088
5,190.26762759312987,0.5375559760756439,191.14221818745136,1.6494132578372955,964435.2132901971,960022.3422124488
6,196.2068765424192,1.107346575710324,197.4473688751459,3.3427756279706955,935241.4310531457,929365.6382731294
7,181.19612149894238,0.634104271289583,182.67538398504257,2.4186186492443085,1012719.2485247046,1004518.4851781946
8,190.30402530916035,0.32782808816077386,190.7048113644123,1.127319410443306,964250.7545591424,962224.2810085878
9,185.43982016853988,0.4964187531022024,186.2351205199957,1.7687827348709106,989543.668847513,985317.9115069109
avg,189.45349706336856,N/A,190.41622504591942,N/A,969867.1323037536,964896.2250451322
