iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,10.96988821029663,0.814176082611084,11.784064292907715,1.628352165222168,9558675.347445916,8898254.235010322
1,9.934832096099854,0.010063648223876953,9.94489574432373,0.020127296447753906,10554541.736157198,10543861.162129305
2,10.025359630584717,0.018928050994873047,10.04428768157959,0.037856101989746094,10459235.764481429,10439525.760726701
3,9.990720272064209,0.019008159637451172,10.00972843170166,0.038016319274902344,10495499.53802631,10475568.914328093
4,9.910287857055664,0.020463943481445312,9.93075180053711,0.040927886962890625,10580681.561670912,10558878.33127888
5,9.943967819213867,0.005023956298828125,9.948991775512695,0.01004791259765625,10544845.06651286,10539520.221343879
6,9.956448078155518,0.003872394561767578,9.960320472717285,0.007744789123535156,10531627.260735476,10527532.752306482
7,9.990175724029541,0.01017618179321289,10.000351905822754,0.02035236358642578,10496071.630430305,10485391.012984868
8,9.946383953094482,0.0019040107727050781,9.948287963867188,0.0038080215454101562,10542283.556968167,10540265.860904856
9,9.982831954956055,0.017264366149902344,10.000096321105957,0.03452873229980469,10503792.959065352,10485659.000972833
avg,10.065089559555053,N/A,10.157177639007568,N/A,10426725.442149393,10349445.725198623
