iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,0.15430399775505066,0.0013120025396347046,0.15561600029468536,0.002624005079269409,6795520.62976721,6738227.418866589
1,0.1449119970202446,0.0003359988331794739,0.14524799585342407,0.0006719976663589478,7235950.2426394075,7219211.486113465
2,0.14235199987888336,0.0006880015134811401,0.1430400013923645,0.0013760030269622803,7366078.459678506,7330648.698217737
3,0.14377599954605103,0.0,0.14377599954605103,0.0,7293122.658237157,7293122.658237157
4,0.14816000312566757,0.0007039979100227356,0.1488640010356903,0.0014079958200454712,7077321.664947659,7043852.057614673
5,0.1417120024561882,0.00039999932050704956,0.14211200177669525,0.0007999986410140991,7399345.022480919,7378518.259475777
6,0.14766400307416916,0.0002079978585243225,0.14787200093269348,0.000415995717048645,7101094.2285867585,7091105.776524101
7,0.14428799599409103,0.00035200268030166626,0.1446399986743927,0.0007040053606033325,7267243.492957944,7249557.588565172
8,0.147536002099514,1.599639654159546e-05,0.1475519984960556,3.199279308319092e-05,7107255.077257201,7106484.566036093
9,0.14296000450849533,0.0016480013728141785,0.1446080058813095,0.003296002745628357,7334750.747980627,7251161.4665417895
avg,0.1457664005458355,N/A,0.14633280038833618,N/A,7197768.222453339,7170188.997619256
