iter,avg_time,std_time,max_time,max_min_diff_time,avg_tput_per_gpu,min_tput_per_gpu
0,212.5490550994873,0.22168972362336067,212.85658264160156,0.7267913818359375,8840538.910513991,8827766.41755946
1,212.6395263671875,0.2270138896432434,212.9411163330078,0.6860504150390625,8836777.546029922,8824261.957288943
2,213.27645111083984,0.33062511856646204,213.41305541992188,1.011138916015625,8810387.561369624,8804748.089580057
3,212.6767807006836,0.29083672007102096,212.89984130859375,0.92620849609375,8835229.6184346,8825972.722433174
4,212.80314445495605,0.042589865767989996,212.8651580810547,0.12359619140625,8829983.207309877,8827410.784081897
5,212.84249877929688,0.10998293003926428,212.94076538085938,0.315093994140625,8828350.553939158,8824276.500740437
6,212.97385597229004,0.07084670958768677,213.06982421875,0.2139892578125,8822905.437954236,8818931.535189416
7,212.55874824523926,0.09583767045495194,212.65472412109375,0.3283233642578125,8840135.762523647,8836146.009763686
8,213.0473747253418,0.14323288011771823,213.1519012451172,0.401214599609375,8819860.81463077,8815535.686163835
9,213.87399101257324,0.15700998191114798,214.12661743164062,0.450653076171875,8785772.328387206,8775406.880930537
avg,212.92414264678956,N/A,213.09195861816406,N/A,8824994.174109304,8818045.658373144
