iter,step_time(ms),comm_time(ms)
warmup0,5543.57958984375,487.23583984375
warmup1,1431.6356201171875,487.3604431152344
bench0,1434.183349609375,488.04437255859375
bench1,1433.221435546875,486.2440490722656
bench2,1437.9595947265625,486.6437072753906
bench3,1439.3675537109375,485.9873352050781
bench4,1439.588623046875,486.56378173828125
avg,1436.864111328125,486.6966491699219
std,2.6587907772497235,0.7134126547912286
