iter,step_time(ms),comm_time(ms)
warmup0,5257.11767578125,487.0196533203125
warmup1,1114.6502685546875,487.41961669921875
bench0,1100.9566650390625,487.7557678222656
bench1,1101.6151123046875,488.0485534667969
bench2,1104.2393798828125,487.0377197265625
bench3,1103.4794921875,487.365966796875
bench4,1103.6016845703125,487.9073486328125
avg,1102.778466796875,487.6230712890625
std,1.2629921982917638,0.3709976369971792
